custid,region,townsize,gender,age,agecat,ed,edcat,income,debtinc,churn
8628-ULBCLY-YNT,3,1,0,47,4,15,3,62,8.1,0
3055-ZFHSJB-OXJ,5,2,1,58,5,11,1,125,10.9,0
5933-OFIMTK-21H,1,3,0,71,6,8,1,146,1.9,0
4471-MSBQBN-I8R,1,1,0,25,3,17,4,13,5.9,0
7159-CXDKXU-ZVL,4,1,0,68,6,17,4,19,13.8,0
7229-IMIZDQ-IKB,1,4,0,31,3,13,2,70,5.7,1
6802-YCUCPB-D14,5,4,0,54,5,10,1,119,4.1,0
9316-IVCNSL-MPG,2,2,0,63,5,15,3,45,9,0
1352-ICMDJF-IEH,5,2,0,26,3,18,4,46,6,1
9539-DKJEEL-TPE,3,3,1,35,4,17,4,36,16.2,0
9165-SREVIU-CDN,4,5,1,60,5,13,2,73,15,0
1621-WWIGLL-ITO,2,2,0,34,3,18,4,60,5.5,1
4547-XZGHXA-2E8,2,5,1,25,3,17,4,46,28.5,1
0368-XOWDFM-1CR,1,1,0,63,5,21,5,237,14.7,0
3646-KWPMLI-9I2,5,3,1,25,3,13,2,30,3.6,0
6565-ZMNCTL-BRB,3,2,0,30,3,14,2,45,13.1,0
4340-GZZPWF-0RG,1,1,0,64,5,9,1,46,14.3,0
5028-UEGZHI-TT1,2,1,1,31,3,18,4,33,7.7,1
3772-KZOCCQ-Z7W,5,2,1,60,5,21,5,147,21.2,1
5227-CWHSJP-EAL,5,5,0,65,6,18,4,42,14.2,0
5620-QUYLOY-IFH,5,5,0,51,5,19,4,62,4.9,1
6144-ILITLP-IL6,4,4,1,46,4,15,3,88,3.5,0
7069-TRYJEB-868,4,3,1,44,4,13,2,30,12.3,0
7311-MYHRLP-TH2,3,1,1,70,6,18,4,345,4.1,0
2760-QYCCNH-1QP,1,1,0,75,6,16,3,133,10.6,1
5962-DYQMXZ-AVV,3,3,0,35,4,10,1,35,3.2,0
3562-CEMATP-TXV,3,2,0,44,4,16,3,32,6,0
2452-MIFIDG-ZVG,5,2,0,30,3,19,4,45,5.5,1
9642-CYUNYX-LPY,4,3,1,31,3,12,2,18,6.6,0
0016-XBFXXW-2G0,4,4,1,19,2,14,2,20,17.5,0
9543-EJFNCH-1PK,2,5,1,55,5,12,2,56,30.1,0
1722-GIUGYH-FMP,2,4,1,25,3,12,2,20,8.5,1
8403-BESKUS-UZZ,4,5,1,30,3,21,5,35,22.7,0
1480-RXDDLX-RUO,4,3,0,18,2,13,2,17,8.6,1
0172-DKBDDS-6T5,3,2,1,34,3,14,2,48,1.8,1
7355-PBEBVW-5BG,5,4,0,29,3,15,3,15,7.5,1
1739-SLRRCS-I6Q,2,4,1,20,2,15,3,16,1.7,0
0756-PQWTXG-M9F,2,2,0,24,2,18,4,28,4.1,1
6561-EOIILF-QKR,1,1,1,66,6,15,3,17,3.7,0
9925-XHHURD-XVV,2,1,1,54,5,18,4,57,10.1,0
8344-XAYROR-07W,1,3,1,49,4,16,3,44,1.3,0
8711-JOPRPU-AU6,5,4,1,32,3,17,4,26,1.1,0
0524-DGNLNI-VQM,2,3,0,27,3,12,2,18,9.4,0
9581-DYJTQD-B85,5,4,0,41,4,19,4,87,26.6,0
6086-QLXKZB-P8C,1,2,0,19,2,14,2,21,9.7,0
0195-FXTDDT-7OJ,1,2,1,47,4,19,4,185,15.6,0
2625-GKYBHV-6VK,4,3,1,54,5,15,3,42,20.8,1
7751-YUBERY-3UE,4,2,0,37,4,18,4,48,3.6,1
9455-WQIVOC-2F7,5,5,1,45,4,16,3,53,2.9,0
5901-KJGWAL-MWZ,1,5,0,50,5,17,4,97,17.8,0
4523-IIDSYM-ANC,3,3,0,57,5,12,2,99,11.9,0
6060-LKJICZ-JEM,2,3,0,18,2,13,2,12,17.2,0
1196-GAUURS-3CL,2,3,0,46,4,14,2,113,7.8,0
3657-ZNSIXZ-A02,5,5,1,78,6,12,2,9,4.1,0
2551-GFSNZU-HAE,5,2,0,28,3,17,4,34,1.5,1
5173-GGPXIF-Q5D,4,5,0,20,2,12,2,14,32.9,1
6495-JTWSUN-4IL,4,4,0,65,6,16,3,18,6.7,0
5622-IVRSCE-OF8,3,1,1,57,5,19,4,26,4.7,0
2902-MXSULL-QQY,2,1,1,59,5,17,4,46,14.3,0
4628-JAFKRH-KX3,5,4,0,57,5,18,4,92,11.6,0
4965-JBQTXL-X2C,5,3,1,19,2,14,2,14,3.1,1
8485-MQGPZC-SMF,1,2,1,21,2,16,3,34,21,1
4701-RYFQNE-JMD,2,2,0,60,5,21,5,158,10.9,0
4694-EIJDQG-FT4,2,4,1,46,4,16,3,84,5,0
3477-CTHOBG-VL2,5,2,1,68,6,16,3,51,4.5,0
3820-FTKKWP-LH9,5,1,1,18,2,13,2,15,10.1,0
2622-QMMTOD-I14,5,2,0,31,3,13,2,27,9.5,1
2173-PGDSCF-871,1,2,1,33,3,9,1,32,12.6,0
9320-MBBQEY-3EF,1,4,1,57,5,18,4,40,6.9,0
0110-DOBQFH-3F6,1,3,1,18,2,13,2,16,6.4,0
4656-GRFFDC-Z0Y,2,5,0,33,3,17,4,38,11.6,1
0726-WUWWSP-PE1,1,2,0,44,4,10,1,28,4.8,0
9460-AYJSSQ-N4Z,4,2,1,63,5,19,4,97,7,0
8304-OFKZNL-X7O,1,1,0,60,5,19,4,52,4.4,0
0275-XIRSOP-4TX,1,1,0,43,4,8,1,86,4.9,0
8885-BDFXOQ-IDU,4,3,0,68,6,18,4,35,7.1,0
5641-QCKGRL-8EA,1,2,0,78,6,17,4,15,5.2,1
3902-TZAHXC-1L6,1,1,1,32,3,10,1,19,9.5,0
0226-VHPBUL-OSQ,2,1,1,48,4,15,3,24,6.6,0
6326-NLSAHF-9WY,4,2,0,33,3,20,5,55,2,0
6778-XWOGNL-3IH,4,4,0,47,4,16,3,132,26.6,0
5213-FLCFRD-ESG,4,4,0,21,2,12,2,15,9.1,0
2003-SAIVMS-I93,5,5,1,55,5,10,1,31,9.1,0
9321-XXHBOE-6V7,1,1,0,35,4,12,2,32,17.9,0
8461-NKNYYN-7KK,2,1,0,66,6,11,1,32,18.6,1
5015-IYTEBF-TB1,4,5,1,33,3,22,5,33,6.9,1
3253-CXDDUO-5DR,3,2,1,58,5,12,2,117,7.3,0
2294-GVXBWL-C1X,2,4,1,56,5,17,4,34,15.2,1
8671-AKJOZO-KLR,4,1,0,21,2,16,3,17,5.4,1
0095-KRZMOC-CAZ,5,3,0,38,4,14,2,53,4,0
4024-AVSJAF-CW5,5,3,0,22,2,10,1,21,15.2,0
8998-XVAOZU-5HS,5,2,0,50,5,14,2,70,18.8,0
4607-BBLWAC-7UE,1,2,0,19,2,11,1,19,10.1,0
7002-PINHGY-1E8,5,5,0,66,6,19,4,165,5,0
0811-CULVSA-AJ5,2,2,0,33,3,18,4,120,13.3,0
6681-ANQGYY-RWO,4,5,1,28,3,13,2,29,7.4,1
7517-WZGPUQ-AFB,1,1,0,60,5,12,2,28,5.6,0
4565-UFYIEZ-8GO,1,2,1,67,6,13,2,70,1.9,0
4692-JIREVP-Z94,2,2,0,20,2,11,1,16,12,1
2309-DZFZEO-829,1,4,1,22,2,17,4,18,18.9,1
7820-COTUJZ-Z9E,3,5,1,34,3,12,2,41,10.7,0
3684-LILJDH-WMW,3,1,1,19,2,14,2,16,13.2,0
6685-BIRGEH-EDC,3,2,1,43,4,20,5,23,13.8,0
2646-PARGYE-3C0,3,5,0,60,5,19,4,115,21.6,0
8881-PUMSSQ-I6M,4,4,1,40,4,16,3,27,3.2,0
0014-DOIOFX-LXB,2,2,1,37,4,12,2,37,9.2,0
9027-TKELQJ-G8T,5,2,0,58,5,17,4,197,14.9,0
7929-CNACHO-4TI,1,1,1,49,4,11,1,51,12.8,0
5624-MVOTMD-3ZK,4,5,0,35,4,20,5,73,14.3,1
2729-KBQJSU-J3G,1,1,0,19,2,14,2,18,4.3,1
6832-RCRBEP-LNU,5,3,0,55,5,12,2,56,9.2,0
8320-RHDUKH-ZP6,5,4,0,47,4,17,4,34,11.4,1
0216-UIFHNQ-BJY,1,1,1,29,3,20,5,26,17.1,1
7009-RVWJOA-T00,3,3,1,49,4,13,2,71,10.9,0
4767-FSLFFH-VN4,3,5,0,52,5,14,2,20,5.8,0
8487-TEPZCO-AVW,5,5,0,45,4,13,2,42,5.8,0
1463-QKIGZO-L8V,5,5,0,38,4,12,2,32,20.3,1
0529-XXEMED-6KA,4,5,0,42,4,18,4,48,8.2,1
5854-VYBQTS-I6R,5,4,0,48,4,13,2,36,2.2,1
8226-HNWGCG-CLH,1,3,1,74,6,12,2,255,3.5,0
0155-UEFNCR-63E,2,5,0,77,6,15,3,26,11.9,0
0907-TDBVNN-ZAT,5,1,0,28,3,16,3,25,15.7,1
9069-XTCDOO-RZV,4,3,0,57,5,21,5,780,13.1,0
9030-QBAJPQ-HZS,1,1,1,68,6,8,1,68,4.7,0
6638-EFQZPZ-LEF,4,5,0,67,6,16,3,55,17.7,0
4115-BROICQ-NPR,5,4,1,27,3,10,1,20,2.8,0
1086-BRCOIY-6YI,3,4,1,54,5,15,3,112,6.4,0
2331-DUFLLA-PEI,4,5,1,67,6,15,3,63,7.8,0
3773-KVEXBK-FO7,3,4,1,32,3,12,2,36,8.5,0
6694-YEXWSZ-BAM,5,1,1,30,3,15,3,29,36.5,1
4542-HCVKJI-DSZ,4,5,1,20,2,15,3,16,4.1,1
7467-XDQZVE-59X,1,1,1,40,4,14,2,70,8.5,0
5602-YCSALJ-QJZ,1,1,1,19,2,14,2,16,5.1,1
1180-HTEUWU-TUM,2,1,0,57,5,12,2,44,12.2,0
0078-GEDTVZ-ZZ6,4,5,1,23,2,18,4,60,6.3,0
9246-ETXIBX-CV7,2,4,1,60,5,10,1,121,5.6,0
2340-KFPYAE-47B,3,3,0,43,4,13,2,33,1.3,0
0585-QPITZR-2EL,4,4,0,42,4,18,4,54,7.8,0
2774-OKFIRM-K8F,4,2,1,38,4,15,3,84,12.7,0
8915-VIIEDV-0KB,4,3,1,29,3,12,2,25,7.6,0
4811-FJBCKC-44V,4,5,0,39,4,18,4,86,3.2,0
9786-HNOEUR-LOL,3,2,0,62,5,16,3,59,11.9,0
1615-UWOQCF-02I,3,1,0,42,4,12,2,30,11.3,0
7221-OCCOZV-GNM,2,3,0,34,3,13,2,67,9.7,0
5144-LXEIEA-BS1,2,1,1,67,6,15,3,11,5.4,1
3168-XCWOBR-AAY,4,4,0,77,6,18,4,86,17.4,0
4540-LYNWIF-D4Q,3,4,1,25,3,15,3,32,12.8,0
3669-OLWGCO-UCB,2,1,1,35,4,18,4,51,12.9,0
3390-EDOEGF-92Z,1,3,0,64,5,17,4,61,17.5,1
0794-CXDAKY-EXK,3,1,0,33,3,19,4,44,4.4,1
2868-EXFXBT-1O7,1,1,1,28,3,19,4,30,26,0
0712-NEFFGC-V5H,1,4,1,70,6,13,2,49,13.8,0
8454-PPQHVD-6TF,4,1,0,23,2,18,4,90,22.6,1
4598-IIQRSL-BW6,3,3,0,67,6,16,3,26,10.3,0
6628-YRFILT-9TG,3,4,0,42,4,6,1,45,21.9,0
5351-CLYUWC-N1M,5,4,1,77,6,20,5,13,8.3,0
1022-EYKYXK-V91,3,1,0,55,5,14,2,54,17.1,0
3198-GUVUXE-PTD,1,1,1,62,5,16,3,74,13.5,0
7834-WAHXLL-K53,3,1,0,66,6,17,4,66,4.7,0
4946-CFCJVA-ZA8,4,2,1,45,4,18,4,32,11,0
2130-KSZGWS-HXZ,3,1,1,66,6,18,4,34,12.2,0
1475-AZQBFN-ROY,1,1,0,54,5,19,4,126,10.8,0
1640-XRQRDK-L4U,1,3,1,50,5,12,2,51,5.9,0
1504-YOFFPM-NA3,2,5,0,61,5,7,1,15,11.2,0
9902-FFHARK-5F9,2,4,1,70,6,17,4,88,1.3,0
2313-EAWKKA-ZK2,4,5,1,39,4,12,2,46,8.2,0
5074-ETOUDI-JWP,3,2,1,25,3,18,4,12,19.2,1
9567-VLTAUK-6AK,3,4,1,38,4,18,4,33,7.8,0
2596-OOIKZX-J6D,2,2,0,48,4,15,3,56,10.8,1
3068-HAODCG-N6S,4,3,0,53,5,15,3,196,17.6,0
8681-HUTWSX-QII,1,3,1,79,6,18,4,17,5.9,0
4916-PVMNIC-ADH,2,1,0,73,6,9,1,35,5.7,0
9721-QZEIAO-LAJ,1,1,1,79,6,9,1,15,5.4,0
7031-EHIFFQ-YE0,2,2,0,72,6,15,3,24,10.1,0
4987-QHPGRQ-73G,1,4,1,24,2,19,4,23,5.2,0
1347-ISWUYP-N5R,3,1,1,57,5,17,4,12,12.7,0
9557-IITNLK-1NR,4,3,0,18,2,13,2,12,6.4,0
6008-NXRCHQ-9JK,5,2,0,54,5,12,2,245,14.3,0
3292-RFWSBY-H6M,2,4,0,56,5,12,2,81,8.7,0
1812-VKFXGI-XWL,5,4,0,49,4,14,2,80,4.2,0
1118-EXWGFB-XTO,1,2,1,31,3,19,4,95,7.3,1
3486-CQDJIM-ROR,5,4,1,39,4,10,1,40,7.4,0
5066-SABOKJ-7PQ,5,4,1,42,4,16,3,71,8.4,0
1125-KGTXJG-IFM,3,1,0,53,5,11,1,48,8,0
6586-WQYXJE-7E1,5,4,0,22,2,17,4,28,11.4,1
8786-NITSCF-MFC,3,3,1,21,2,16,3,19,6.9,0
8440-YRNTCE-8D1,4,5,1,21,2,13,2,17,9.1,0
3775-KNAVJV-X9Y,1,1,0,18,2,13,2,23,15,0
1432-DOEIXA-PSE,5,5,0,72,6,20,5,27,10.2,1
7021-YMULAX-N03,4,5,0,73,6,12,2,39,15.2,0
3942-OUUULP-XXE,1,2,0,79,6,18,4,14,4.8,0
1641-ULXCSK-CE2,5,5,0,19,2,14,2,18,7.1,0
5771-VOGVYT-1WW,1,1,0,52,5,10,1,32,12.9,0
7814-CHEXRD-J9D,3,1,1,57,5,12,2,88,7,0
8051-FTKJQV-NM8,1,1,1,69,6,21,5,14,2.1,0
1078-HIOXPG-1WS,3,3,0,24,2,19,4,26,17.4,1
3630-KZJKVU-3J9,5,3,0,77,6,17,4,160,8,0
5272-KKAGMV-6IX,5,4,1,27,3,14,2,26,6.2,0
3736-RXJUQP-APP,5,3,0,70,6,20,5,61,5,0
7941-KOWOLC-7SZ,2,1,0,76,6,10,1,12,5.4,0
9919-ORWGSQ-8Q6,2,2,0,67,6,16,3,137,12.8,0
6600-BPDMLW-1FO,1,4,1,30,3,11,1,29,14.4,0
0789-GDBZRI-CJK,1,1,1,37,4,14,2,38,11.4,0
1517-HJZLKK-037,2,1,1,24,2,9,1,31,22.3,1
0190-RBMWAK-BEZ,4,3,1,34,3,14,2,19,5.1,0
6682-DJOWUB-QAO,1,1,0,57,5,15,3,105,11.9,0
8046-XNHBTO-HVJ,2,4,1,43,4,21,5,69,21.3,1
3453-LCVWGA-OJM,3,2,0,24,2,13,2,24,7,0
2814-PSLRXB-EN1,1,1,0,44,4,19,4,184,9.9,1
5468-WESAXW-0QR,2,1,1,58,5,18,4,145,20.4,0
6254-ORDXSZ-8K4,5,3,0,24,2,17,4,28,7.6,1
0984-YAUVVA-UVC,2,1,1,29,3,13,2,43,32.3,1
0806-LOUUEI-0C6,1,1,1,66,6,12,2,72,8,0
3123-VKWJLL-2TU,2,4,1,31,3,17,4,25,18.4,0
9295-PQTLNQ-F0C,2,2,1,63,5,18,4,31,17.5,0
0722-BDGLEG-FMX,2,4,0,36,4,18,4,54,7,1
2245-NOLUMH-OAV,5,4,1,38,4,21,5,45,10.3,0
1850-HOJOTE-YFU,2,5,1,39,4,11,1,32,6.2,0
3648-TXOABB-ZA7,5,5,0,65,6,14,2,38,22.1,0
5875-ORJAJU-ZSC,5,3,1,43,4,20,5,59,9.3,1
3738-ULGWLB-38V,3,2,1,59,5,16,3,34,5.5,0
3754-GLRBWO-YG5,3,5,0,74,6,16,3,70,12.2,0
1526-KASRKM-6H1,3,3,1,59,5,11,1,32,8.6,0
2348-RNDJLS-926,2,3,1,24,2,12,2,14,6.5,0
0723-KWYDBK-UBB,4,3,1,77,6,16,3,15,16,1
1610-MRXMMY-AXH,1,2,1,24,2,10,1,30,3.9,1
5345-HZTBJZ-TF5,5,3,1,25,3,13,2,25,7,0
0961-BDRLOZ-I4R,3,1,1,28,3,20,5,15,13.7,0
2787-CGKARQ-KBN,4,4,1,18,2,13,2,16,2.8,0
4291-JIAHKN-OGM,5,2,1,52,5,12,2,36,14.6,0
9086-UBHHMA-7A9,3,4,1,35,4,7,1,16,6.3,0
9524-GQVEQL-IUA,3,1,1,64,5,16,3,24,2.5,0
4302-ARCAIZ-3KD,1,3,0,32,3,11,1,21,7.2,0
7952-KDRTJS-54B,4,4,0,60,5,7,1,28,1.7,0
3403-UEPTEF-CXT,2,5,0,59,5,15,3,89,5.9,1
2772-XIIOXU-DVU,4,2,0,38,4,10,1,34,2.7,0
8464-XDFEKQ-0KD,2,2,1,57,5,10,1,68,8.3,0
0736-ZYJFDS-Y0I,2,2,0,28,3,18,4,32,5.9,1
9997-QIXKNU-54A,4,4,0,26,3,15,3,31,1.3,1
7959-NKQIFR-RRO,3,1,0,27,3,12,2,21,6.9,0
8330-HXKTOD-G48,5,4,1,69,6,17,4,10,6.5,0
8342-BCCKIG-4AN,3,1,0,63,5,18,4,90,23.5,0
1044-QTPABQ-WVW,3,3,1,67,6,20,5,89,7.6,0
0785-LPNOQC-0C0,3,1,0,40,4,12,2,63,10.2,0
3755-LUSAQY-E4O,3,2,0,34,3,11,1,38,13,0
8999-AZOBII-VIX,3,4,1,32,3,20,5,38,9.8,0
3021-AJAZKZ-4GF,2,4,1,63,5,18,4,41,1.6,0
9084-HUOIWY-HYL,3,3,1,40,4,13,2,19,11.6,0
2838-ODWGTI-SB5,2,2,1,43,4,9,1,30,28.9,0
9087-SPYAKC-3QO,2,4,0,66,6,10,1,34,22.3,0
6429-GMGFFW-Y6O,4,2,1,47,4,16,3,39,4.3,0
4406-CWASGT-8EZ,3,1,1,19,2,14,2,35,8.1,0
4758-RMVWIA-XO1,4,1,0,41,4,9,1,21,8.5,0
9646-NHVEEJ-VZ9,2,3,1,68,6,15,3,17,16.8,0
7607-GRPLIE-C1J,1,1,1,27,3,14,2,21,9,0
0238-VGATLL-U7B,2,3,0,78,6,9,1,25,18,0
9257-UGOWQJ-0GM,5,5,0,51,5,19,4,54,18.8,0
7323-INVHNA-K5B,3,2,1,78,6,14,2,12,5.6,0
8889-ZZTCKO-M2X,4,3,0,42,4,19,4,45,3.9,0
3337-XMBNGV-1YI,3,2,0,45,4,10,1,28,6.7,0
2385-DKTGGA-2OT,2,1,1,40,4,19,4,31,6.2,0
4483-CIQXVJ-R7J,1,4,0,67,6,12,2,39,11.2,1
3570-HZUGOB-C33,2,2,1,30,3,14,2,25,17.5,1
9671-ALAHDR-WW2,1,4,0,51,5,18,4,143,11.5,0
1202-YUYPSH-XCC,1,2,0,57,5,13,2,51,16.3,0
6962-FWDUBX-87W,5,5,1,68,6,14,2,10,4.6,0
6308-REILUL-K6N,3,1,0,54,5,22,5,642,4.6,1
8001-YBLPIW-AI5,5,3,1,51,5,15,3,59,21.8,0
6891-KEMHFO-JU6,3,1,1,47,4,12,2,59,5.6,1
3692-CLHXLX-H7W,4,1,0,69,6,12,2,56,9,0
4376-ZFMTBS-OKE,5,4,1,38,4,17,4,76,18.3,1
1051-TKEIEE-H8M,5,3,0,45,4,20,5,19,15.5,1
4563-NZSKTT-MBD,2,1,1,39,4,17,4,22,11.5,0
4605-TNMJOE-FCU,2,2,1,47,4,15,3,76,21.8,0
5175-SCMVHN-Y4W,1,2,0,46,4,18,4,110,24.8,0
9173-ALBLAB-JN5,4,1,0,46,4,15,3,52,5.1,0
1498-AHEYHZ-G4E,4,1,1,51,5,13,2,76,3.6,0
3655-ZHJTWA-JVN,1,1,0,51,5,17,4,36,21.8,0
4229-HJKJHF-FQC,2,2,0,75,6,14,2,11,12,0
8327-GSWQDE-26L,1,5,1,41,4,11,1,37,5.7,1
5862-CMJCTU-0PD,3,2,1,27,3,17,4,24,4.1,0
0873-MIADPJ-6VP,5,1,1,37,4,20,5,32,7,0
8716-VIGELV-5X7,1,2,1,35,4,17,4,96,16,0
7757-MHGZVN-WAK,3,2,0,51,5,18,4,151,4.3,0
6854-MXUYYG-73P,3,1,0,44,4,18,4,83,18.7,1
3834-IBVOWB-JXZ,5,4,1,46,4,13,2,89,10,0
1839-JFVGFD-URP,5,4,0,42,4,15,3,42,10.3,0
7940-UVUDPX-QP3,2,2,1,31,3,15,3,31,5.6,1
3091-BMFVLO-58H,4,5,1,51,5,15,3,43,4.4,0
5622-MJXUZI-PZ7,2,2,0,27,3,21,5,23,12.1,1
1860-OQTJHA-G67,2,3,0,77,6,12,2,17,0.3,0
4007-HKDFMC-S6B,1,4,1,54,5,12,2,41,7.4,0
0014-SHVSIE-LP9,3,3,0,39,4,19,4,92,11,1
1110-ARKUEK-2N1,4,1,1,69,6,16,3,13,4,0
7061-NNEUTF-LVY,4,5,1,29,3,15,3,27,15.3,1
8347-DIRIVI-L25,4,3,1,45,4,7,1,37,4.4,0
2177-DBXQEF-6ZN,5,5,1,47,4,7,1,92,20.2,0
4466-QZDRDY-3Q5,1,5,0,32,3,20,5,48,2.3,1
4163-ELNRLS-L26,2,2,1,35,4,14,2,72,3.4,0
9121-JUBJOI-RVF,5,4,0,31,3,17,4,17,13.2,1
7167-GGLBZF-G13,4,3,1,68,6,8,1,56,2.7,0
8554-MORPOB-UFV,2,2,0,56,5,15,3,82,16.4,0
4419-QJJUZT-N91,5,4,1,60,5,9,1,44,15.5,0
9522-BFLYJM-P8U,5,3,0,40,4,18,4,39,6.4,1
0597-RNYRKL-5WV,1,4,1,68,6,15,3,36,11.6,0
0342-MRGOAJ-6X0,4,1,1,26,3,18,4,72,7.2,1
9518-MWCQQO-Q97,4,3,0,65,6,15,3,273,6,0
8175-UIPWJF-KD4,1,1,0,41,4,20,5,91,5.5,0
1766-NYRWTM-ZE6,2,3,1,68,6,13,2,15,19.7,0
4902-PMEVQC-TJG,1,1,0,63,5,16,3,52,9.7,1
9667-MUTWBN-CTA,2,2,0,18,2,12,2,14,10.4,0
2852-YUIJSE-85D,1,1,0,57,5,17,4,93,6.5,0
0539-XCIYLO-LK2,1,1,0,51,5,14,2,56,3.4,0
8731-TFXZCT-ERX,1,2,0,41,4,15,3,68,13.9,1
0304-YFMNUF-R3Q,3,1,0,56,5,20,5,183,14.3,0
2374-TMXFAH-LDY,5,5,1,39,4,20,5,43,12.7,1
2126-NKWFLM-XQV,2,3,1,61,5,12,2,40,18.7,0
2638-CHUZHQ-P08,1,5,0,49,4,17,4,69,6.7,0
2022-QSGNVJ-R6O,4,3,0,61,5,18,4,9,6.5,1
1414-AAECEB-G5D,1,2,1,41,4,15,3,54,5.1,0
6440-RTNNBD-S7T,5,5,1,39,4,17,4,48,10.5,0
2822-CFXSZX-5E6,4,4,0,67,6,9,1,27,20.1,0
0561-UFDIXT-TF7,2,3,1,52,5,11,1,47,0.7,0
6519-AFCJLQ-H0F,4,5,1,35,4,14,2,60,0.2,0
9569-DANQUD-TAG,2,4,1,33,3,16,3,35,1.7,0
1840-PAPXFC-DUM,4,3,1,34,3,16,3,51,3.5,0
0218-IHFKWL-FJ8,4,1,0,54,5,16,3,30,17.3,0
2549-CSINBN-EUH,4,4,0,75,6,11,1,40,11.6,0
1857-XUGESY-CPO,2,2,0,71,6,20,5,68,3.8,0
9545-RGEVKT-H47,3,2,0,72,6,8,1,24,4.7,0
1564-KLTUJF-0UW,1,1,1,52,5,7,1,29,6.7,0
5999-GKZDYQ-4VL,3,2,1,63,5,20,5,37,15.5,1
3366-MTYGBQ-8WK,2,1,1,32,3,13,2,50,2.8,0
3403-LMLXRD-MLM,3,5,0,24,2,19,4,64,5.1,0
0501-ITIFZC-58U,2,1,0,74,6,17,4,51,14.6,0
4445-YMTTHK-R7H,1,2,1,19,2,14,2,21,6.8,0
0647-FSUEKP-XS2,3,2,1,74,6,9,1,27,3.2,0
9564-LGEDRT-10Y,1,1,1,72,6,13,2,9,12.2,0
9038-ZUXFBH-IV4,1,1,1,38,4,10,1,38,9.6,0
5634-ILCZWC-WLW,2,2,1,75,6,11,1,14,11.4,0
8460-OGDRTP-BQT,3,2,1,62,5,13,2,157,12.2,0
9056-AHASYK-1IF,4,3,1,53,5,14,2,18,15.9,0
4738-EVGEFI-FIM,5,5,1,51,5,15,3,122,2.6,0
1668-DEBFLG-JZW,5,5,0,61,5,11,1,232,2.5,0
3243-XMXUQF-TC4,5,2,0,56,5,18,4,34,6.5,1
0383-QZAGJU-JE8,4,1,0,23,2,16,3,20,29.2,0
5035-GDWYRU-MLN,1,5,1,54,5,11,1,62,1.8,0
4437-WKKYNG-MZV,3,3,0,33,3,22,5,57,4.4,0
9939-UQSAIS-TYG,4,4,1,50,5,20,5,50,0.8,0
0486-AAVGZJ-UHS,3,3,0,21,2,16,3,52,4.8,1
2829-ONGIHX-TU3,4,1,0,70,6,16,3,22,19,0
4190-QKVGDX-K2U,3,1,0,62,5,19,4,30,16,1
3504-LEWPCH-MBE,2,2,0,66,6,8,1,9,3.1,0
4528-NPTFWG-CBO,1,1,0,66,6,10,1,64,10.6,0
5108-YUQGZJ-JVY,3,3,0,31,3,12,2,32,1.8,1
7957-PIKVMU-GZK,5,2,1,78,6,15,3,38,0.7,0
6227-BPYCTY-MBT,4,4,0,69,6,14,2,20,6.8,0
0607-SBLIXT-1G3,3,2,1,33,3,10,1,36,6.5,0
1975-PTOUTX-Y73,5,5,1,41,4,16,3,46,5.8,0
2049-DJGJYT-SWF,2,2,0,22,2,15,3,15,10.2,1
4027-OUHQXH-696,3,2,0,28,3,14,2,24,11.5,0
1084-NRUIXF-JOO,1,1,0,76,6,12,2,21,5.9,0
0500-JIHEQG-PCE,4,4,1,26,3,20,5,81,6.1,1
6146-FNDKDE-YFC,5,5,1,49,4,18,4,145,7.3,0
6747-SBGRCB-IFD,4,2,0,44,4,16,3,24,7,1
5367-GOJPVN-AOV,2,2,1,78,6,11,1,12,15.1,0
1567-ARERMX-G7Y,3,4,1,44,4,9,1,79,24.3,0
4710-NNLTHU-CPQ,2,3,1,56,5,14,2,12,17.3,0
6642-GBKNSR-E5T,3,3,1,71,6,15,3,24,13.9,0
7109-KYTCDT-JKL,3,3,0,22,2,16,3,38,4.7,0
9957-EJTUGH-O2N,3,5,0,54,5,12,2,30,15.5,0
6380-IRBJLO-AZU,4,1,0,41,4,18,4,119,10.6,0
2063-OSTBQH-JDZ,1,4,0,20,2,15,3,18,15.9,1
0447-RXQHHD-6AO,5,5,1,64,5,8,1,10,6.8,0
2685-MLUSBE-KQ3,2,5,1,50,5,15,3,50,1.8,1
4132-ORLIBS-DGT,1,3,1,33,3,11,1,31,11.3,0
0043-WEGFXZ-ZJ2,1,2,1,77,6,15,3,48,11.2,0
7098-QXPTQT-9JS,1,1,1,31,3,11,1,23,1.8,0
1397-CUBVEB-XCW,2,5,0,66,6,13,2,18,4.9,0
6515-UIBHZP-L71,2,3,1,35,4,10,1,26,4.2,0
0415-IKVMWW-UQQ,5,2,0,69,6,13,2,91,4.3,0
2493-FVFVQK-GP1,5,1,0,78,6,14,2,17,6,0
6897-GFLQSK-KW9,5,3,0,18,2,13,2,29,2.6,0
9285-OLGYYU-RXX,3,1,1,65,6,17,4,70,10.6,0
5723-LIYCPS-RO9,5,3,0,24,2,17,4,22,3.9,1
0361-OPHNCS-BH2,3,3,0,35,4,14,2,32,4.3,0
7515-KLVMTG-N7Z,4,4,0,31,3,17,4,113,2.3,0
7620-DHMBRC-42L,4,4,1,22,2,11,1,26,8.2,0
2092-XYPDIL-3Q1,3,1,1,33,3,19,4,91,18.7,0
